Geneid	/home/ubuntu/reprohackathon/results/BAM/SRR10379721.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379722.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379723.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379724.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379725.bam	/home/ubuntu/reprohackathon/results/BAM/SRR10379726.bam
gene-SAOUHSC_02890	14	9	6	10	5	0
gene-SAOUHSC_02891	1239	848	1103	793	1115	60
gene-SAOUHSC_02892	753	702	387	666	1612	365
gene-SAOUHSC_02893	1240	1007	777	806	2114	148
gene-SAOUHSC_02894	888	595	681	885	1728	539
gene-SAOUHSC_02895	1009	563	808	986	1573	352
gene-SAOUHSC_02896	343	189	256	243	409	67
gene-SAOUHSC_02897	322	285	186	708	1165	75
gene-SAOUHSC_02898	571	518	325	937	1123	243
gene-SAOUHSC_02899	1912	1962	1053	4226	5878	1445
gene-SAOUHSC_02900	3780	4012	2360	13096	17325	8019
gene-SAOUHSC_02901	4049	1526	2043	307	403	74
gene-SAOUHSC_02902	802	287	364	53	70	7
gene-SAOUHSC_02903	1822	688	760	79	97	12
gene-SAOUHSC_02904	3431	1411	1585	104	137	18
gene-SAOUHSC_02905	143	95	139	158	202	23
gene-SAOUHSC_02906	347	274	295	325	521	73
gene-SAOUHSC_02907	179	122	107	181	271	8
gene-SAOUHSC_02908	990	777	627	4070	6395	2836
gene-SAOUHSC_02909	2572	2328	1821	3350	4240	835
gene-SAOUHSC_02910	1671	1205	1187	2292	3939	317
gene-SAOUHSC_02911	653	367	382	488	498	45
gene-SAOUHSC_02912	1489	1395	900	3021	2034	437
gene-SAOUHSC_02913	685	562	510	480	781	62
gene-SAOUHSC_02914	15	9	11	4	2	0
gene-SAOUHSC_02915	1374	1085	950	1155	1399	324
gene-SAOUHSC_02916	4009	3047	3643	2094	3434	235
gene-SAOUHSC_02918	5892	4720	5343	4196	7887	1697
gene-SAOUHSC_02919	4190	3765	3698	4988	8493	1836
gene-SAOUHSC_02920	1272	967	744	3005	4102	1297
gene-SAOUHSC_02921	1830	1233	1638	1988	2862	702
gene-SAOUHSC_02922	1650	1210	1079	6819	9471	3940
gene-SAOUHSC_A02771	20	17	9	14	18	4
gene-SAOUHSC_02923	4199	4820	2432	61444	65441	10030
gene-SAOUHSC_02924	1163	1244	813	16599	39265	5763
gene-SAOUHSC_02925	88	83	50	926	1297	150
gene-SAOUHSC_02926	12853	9106	5254	25079	30544	3843
gene-SAOUHSC_02927	42588	41562	29751	78606	86879	41672
gene-SAOUHSC_02928	360	195	643	274	466	22
gene-SAOUHSC_02929	5240	4585	2697	18917	27933	9889
gene-SAOUHSC_02930	965	923	616	3769	3946	756
gene-SAOUHSC_02931	229	166	141	1667	1423	126
gene-SAOUHSC_02932	3026	2133	2286	502	505	217
gene-SAOUHSC_02933	18277	10907	13887	517	526	155
gene-SAOUHSC_02934	5	1	4	1	1	0
gene-SAOUHSC_02935	3683	2546	2837	1822	3924	219
gene-SAOUHSC_02936	911	837	765	2333	4034	1389
gene-SAOUHSC_02937	4683	4629	4494	1496	2103	418
gene-SAOUHSC_02939	6	2	7	2	0	1
gene-SAOUHSC_02940	5	3	5	3	4	1
gene-SAOUHSC_02941	1414	866	908	2904	7010	665
gene-SAOUHSC_02942	1982	1356	1323	4378	12375	1447
gene-SAOUHSC_02943	288	178	212	174	212	45
gene-SAOUHSC_02944	789	397	594	218	316	41
gene-SAOUHSC_02945	3222	2165	2322	1064	1360	437
gene-SAOUHSC_02947	3803	2453	2704	1504	1998	309
gene-SAOUHSC_02948	11	6	11	14	20	2
gene-SAOUHSC_02949	658	555	504	457	678	50
gene-SAOUHSC_A02794	245	285	248	247	635	36
gene-SAOUHSC_02950	9	3	4	12	26	2
gene-SAOUHSC_A02795	2	0	0	1	0	0
gene-SAOUHSC_02953	1303	943	782	1758	2906	175
gene-SAOUHSC_02954	269	253	170	794	1901	455
gene-SAOUHSC_02955	1722	1425	1216	2164	2875	378
gene-SAOUHSC_02956	1605	1345	1132	2077	2400	231
gene-SAOUHSC_02957	605	526	409	772	1460	84
gene-SAOUHSC_A02801	1	1	3	1	4	1
gene-SAOUHSC_02958	428	250	338	81	62	14
gene-SAOUHSC_02960	4	2	3	5	1	0
gene-SAOUHSC_02961	1067	886	806	2039	2765	322
gene-SAOUHSC_02962	1065	952	897	2140	3757	269
gene-SAOUHSC_02963	75103	60272	75497	93055	66555	54438
gene-SAOUHSC_02964	6407	5430	8128	27234	48973	6637
gene-SAOUHSC_02965	5855	5573	7525	33630	80362	28276
gene-SAOUHSC_02967	3700	3448	5427	37985	91194	27174
gene-SAOUHSC_02968	1569	1618	2346	22324	56395	17534
gene-SAOUHSC_02969	1245	1281	1899	18941	52983	23136
gene-SAOUHSC_A02811	0	1	2	1	0	0
gene-SAOUHSC_02970	622	387	362	189	204	26
gene-SAOUHSC_02971	8940	5119	10417	748	946	254
gene-SAOUHSC_02972	3571	2510	2028	1791	1564	178
gene-SAOUHSC_02973	1004	684	845	312	343	25
gene-SAOUHSC_02974	1004	791	626	3367	6166	335
gene-SAOUHSC_02975	2707	2195	1994	2983	5875	1938
gene-SAOUHSC_02976	3863	3109	2542	2169	4487	433
gene-SAOUHSC_02978	16900	12576	13394	16982	25633	4440
gene-SAOUHSC_02979	19614	17717	11780	35634	48084	3773
gene-SAOUHSC_02980	11300	7928	8193	4989	6023	983
gene-SAOUHSC_02982	43397	31943	33469	33728	47690	7573
gene-SAOUHSC_02983	10278	7740	7730	6670	9846	1063
gene-SAOUHSC_02984	10884	8872	8239	8837	13416	3154
gene-SAOUHSC_02985	10966	8877	8834	11092	16035	6645
gene-SAOUHSC_02986	2735	1800	2440	393	473	53
gene-SAOUHSC_02987	3884	2552	3044	572	510	110
gene-SAOUHSC_02988	2977	1953	2361	442	426	84
gene-SAOUHSC_02989	866	531	843	197	201	28
gene-SAOUHSC_02990	95479	69733	78229	16572	14080	4441
gene-SAOUHSC_02991	1589	1019	1088	2541	3882	1211
gene-SAOUHSC_02992	105	62	92	170	161	7
gene-SAOUHSC_02993	83	43	63	107	151	11
gene-SAOUHSC_02994	1210	1094	829	7735	9245	1565
gene-SAOUHSC_02995	531	512	438	2380	4372	652
gene-SAOUHSC_02996	132	82	90	96	146	24
gene-SAOUHSC_02997	90	59	71	139	198	24
gene-SAOUHSC_02998	840	407	765	133	168	11
gene-SAOUHSC_02999	476	241	378	71	63	18
gene-SAOUHSC_03000	85	42	113	17	15	1
gene-SAOUHSC_03001	3692	2368	2359	5502	7138	395
gene-SAOUHSC_03002	175	136	102	56	41	21
gene-SAOUHSC_03003	21	22	16	7	15	9
gene-SAOUHSC_03004	98	72	56	60	102	9
gene-SAOUHSC_03005	468	186	379	211	451	8
gene-SAOUHSC_03006	46426	39641	30940	19260	29011	6139
gene-SAOUHSC_A02856	7	3	11	5	11	1
gene-SAOUHSC_03008	2737	1871	2331	2251	3425	1288
gene-SAOUHSC_03009	724	573	685	772	1313	502
gene-SAOUHSC_03010	433	346	335	482	701	238
gene-SAOUHSC_03011	382	276	352	481	736	151
gene-SAOUHSC_03012	695	539	500	997	1211	192
gene-SAOUHSC_03013	624	445	423	1343	1282	150
gene-SAOUHSC_03014	195	130	110	560	478	113
gene-SAOUHSC_03015	212	213	149	1609	1524	106
gene-SAOUHSC_03016	482	378	397	455	742	135
gene-SAOUHSC_03017	131	98	92	299	624	92
gene-SAOUHSC_03018	281	195	181	641	1083	110
gene-SAOUHSC_03019	846	735	465	2088	3874	477
gene-SAOUHSC_03020	219	177	131	716	1351	217
gene-SAOUHSC_03021	228	249	147	869	1362	266
gene-SAOUHSC_03022	51478	34602	48082	1714	2812	265
gene-SAOUHSC_03023	1862	1547	1247	1626	4782	481
gene-SAOUHSC_03024	13076	9859	12664	1652	2098	170
gene-SAOUHSC_03025	365	252	215	832	1508	458
gene-SAOUHSC_03026	8498	5469	7969	785	1230	76
gene-SAOUHSC_03027	3511	2979	3766	284	696	82
gene-SAOUHSC_03028	707	599	526	3271	4243	1051
gene-SAOUHSC_03030	3658	3053	2093	5144	5477	1566
gene-SAOUHSC_03031	904	684	626	1081	1655	81
gene-SAOUHSC_03032	312	293	201	1034	1083	342
gene-SAOUHSC_03033	1456	1103	845	2107	2486	306
gene-SAOUHSC_03034	1022	785	524	902	916	219
gene-SAOUHSC_03035	2529	1404	1857	5277	6513	803
gene-SAOUHSC_03036	197	139	109	177	1030	70
gene-SAOUHSC_03037	818	452	551	392	1528	48
gene-SAOUHSC_03038	15	14	8	12	9	6
gene-SAOUHSC_03040	741	536	517	852	1065	248
gene-SAOUHSC_03041	86	56	63	174	229	14
gene-SAOUHSC_03042	629	395	509	348	418	48
gene-SAOUHSC_03043	16	19	24	17	20	7
gene-SAOUHSC_03045	55084	52354	34603	129371	88563	15864
gene-SAOUHSC_03046	236	144	148	377	961	115
gene-SAOUHSC_03047	85	69	51	192	572	82
gene-SAOUHSC_03048	66	56	57	121	421	34
gene-SAOUHSC_03049	22035	15292	20227	6664	8361	2135
gene-SAOUHSC_03051	9425	7318	8898	3043	4481	684
gene-SAOUHSC_03052	21435	18283	20017	6425	9103	1495
gene-SAOUHSC_03053	13604	11225	13210	3626	4457	854
gene-SAOUHSC_03054	1828	1479	1561	493	448	29
gene-SAOUHSC_03055	40060	33434	33010	15653	15792	449
